"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USW00025333","SITKA AIRPORT, AK US","1987-07-13",,"57","48"
"USW00025333","SITKA AIRPORT, AK US","1987-07-14",,"58","47"
"USW00025333","SITKA AIRPORT, AK US","1987-07-15",,"61","49"
"USW00025333","SITKA AIRPORT, AK US","1987-07-16",,"61","51"
"USW00025333","SITKA AIRPORT, AK US","1987-07-17",,"61","49"
"USW00025333","SITKA AIRPORT, AK US","1987-07-18",,"63","54"
"USW00025333","SITKA AIRPORT, AK US","1987-07-19",,"66","55"
"USW00025333","SITKA AIRPORT, AK US","1987-07-20",,"60","54"
"USW00025333","SITKA AIRPORT, AK US","1987-07-21",,"64","53"
"USW00025333","SITKA AIRPORT, AK US","1987-07-22",,"64","54"
"USW00025333","SITKA AIRPORT, AK US","1987-07-23",,"61","55"
"USW00025333","SITKA AIRPORT, AK US","1987-07-24",,"64","54"
"USW00025333","SITKA AIRPORT, AK US","1987-07-25",,"67","51"
"USW00025333","SITKA AIRPORT, AK US","1987-07-26",,"57","55"
"USW00025333","SITKA AIRPORT, AK US","1987-07-27",,"58","53"
"USW00025333","SITKA AIRPORT, AK US","1987-07-28",,"63","55"
"USW00025333","SITKA AIRPORT, AK US","1987-07-29",,"57","54"
"USW00025333","SITKA AIRPORT, AK US","1987-07-30",,"60","53"
"USW00025333","SITKA AIRPORT, AK US","1987-07-31",,"57","54"
"USW00025333","SITKA AIRPORT, AK US","1987-08-01",,"62","54"
"USW00025333","SITKA AIRPORT, AK US","1987-08-02",,"63","53"
"USW00025333","SITKA AIRPORT, AK US","1987-08-03",,"66","49"
"USW00025333","SITKA AIRPORT, AK US","1987-08-04",,"64","51"
"USW00025333","SITKA AIRPORT, AK US","1987-08-05",,"59","54"
"USW00025333","SITKA AIRPORT, AK US","1987-08-06",,"57","55"
"USW00025333","SITKA AIRPORT, AK US","1987-08-07",,"59","56"
"USW00025333","SITKA AIRPORT, AK US","1987-08-08",,"64","53"
"USW00025333","SITKA AIRPORT, AK US","1987-08-09",,"66","51"
"USW00025333","SITKA AIRPORT, AK US","1987-08-10",,"62","53"
"USW00025333","SITKA AIRPORT, AK US","1987-08-11",,"59","55"
"USW00025333","SITKA AIRPORT, AK US","1987-08-12",,"67","54"
"USW00025333","SITKA AIRPORT, AK US","1987-08-13",,"62","50"
"USW00025333","SITKA AIRPORT, AK US","1987-08-14",,"58","53"
"USW00025333","SITKA AIRPORT, AK US","1987-08-15",,"57","52"
"USW00025333","SITKA AIRPORT, AK US","1987-08-16",,"60","52"
"USW00025333","SITKA AIRPORT, AK US","1987-08-17",,"61","52"
"USW00025333","SITKA AIRPORT, AK US","1987-08-18",,"61","52"
"USW00025333","SITKA AIRPORT, AK US","1987-08-19",,"60","50"
"USW00025333","SITKA AIRPORT, AK US","1987-08-20",,"60","51"
"USW00025333","SITKA AIRPORT, AK US","1987-08-21",,"64","50"
"USW00025333","SITKA AIRPORT, AK US","1987-08-22",,"70","52"
"USW00025333","SITKA AIRPORT, AK US","1987-08-23",,"71","48"
"USW00025333","SITKA AIRPORT, AK US","1987-08-24",,"77","52"
"USW00025333","SITKA AIRPORT, AK US","1987-08-25",,"67","54"
"USW00025333","SITKA AIRPORT, AK US","1987-08-26",,"61","53"
"USW00025333","SITKA AIRPORT, AK US","1987-08-27",,"62","51"
"USW00025333","SITKA AIRPORT, AK US","1987-08-28",,"65","49"
"USW00025333","SITKA AIRPORT, AK US","1987-08-29",,"71","50"
"USW00025333","SITKA AIRPORT, AK US","1987-08-30",,"60","55"
"USW00025333","SITKA AIRPORT, AK US","1987-08-31",,"61","54"
"USW00025333","SITKA AIRPORT, AK US","1987-09-01",,"63","50"
"USW00025333","SITKA AIRPORT, AK US","1987-09-02",,"61","51"
"USW00025333","SITKA AIRPORT, AK US","1987-09-03",,"58","55"
"USW00025333","SITKA AIRPORT, AK US","1987-09-04",,"57","54"
"USW00025333","SITKA AIRPORT, AK US","1987-09-05",,"62","48"
"USW00025333","SITKA AIRPORT, AK US","1987-09-06",,"59","46"
"USW00025333","SITKA AIRPORT, AK US","1987-09-07",,"57","55"
"USW00025333","SITKA AIRPORT, AK US","1987-09-08",,"58","54"
"USW00025333","SITKA AIRPORT, AK US","1987-09-09",,"59","55"
"USW00025333","SITKA AIRPORT, AK US","1987-09-10",,"58","50"
"USW00025333","SITKA AIRPORT, AK US","1987-09-11",,"55","47"
"USW00025333","SITKA AIRPORT, AK US","1987-09-12",,"58","46"
"USW00025333","SITKA AIRPORT, AK US","1987-09-13",,"60","48"
"USW00025333","SITKA AIRPORT, AK US","1987-09-14",,"54","50"
"USW00025333","SITKA AIRPORT, AK US","1987-09-15",,"58","48"
"USW00025333","SITKA AIRPORT, AK US","1987-09-16",,"55","51"
"USW00025333","SITKA AIRPORT, AK US","1987-09-17",,"59","52"
"USW00025333","SITKA AIRPORT, AK US","1987-09-18",,"53","49"
"USW00025333","SITKA AIRPORT, AK US","1987-09-19",,"57","50"
"USW00025333","SITKA AIRPORT, AK US","1987-09-20",,"57","49"
"USW00025333","SITKA AIRPORT, AK US","1987-09-21",,"59","45"
"USW00025333","SITKA AIRPORT, AK US","1987-09-22",,"59","41"
"USW00025333","SITKA AIRPORT, AK US","1987-09-23",,"56","43"
"USW00025333","SITKA AIRPORT, AK US","1987-09-24",,"55","43"
"USW00025333","SITKA AIRPORT, AK US","1987-09-25",,"58","49"
"USW00025333","SITKA AIRPORT, AK US","1987-09-26",,"55","48"
"USW00025333","SITKA AIRPORT, AK US","1987-09-27",,"54","48"
"USW00025333","SITKA AIRPORT, AK US","1987-09-28",,"53","48"
"USW00025333","SITKA AIRPORT, AK US","1987-09-29",,"57","50"
"USW00025333","SITKA AIRPORT, AK US","1987-09-30",,"61","48"
"USW00025333","SITKA AIRPORT, AK US","1987-10-01",,"63","54"
"USW00025333","SITKA AIRPORT, AK US","1987-10-02",,"57","48"
"USW00025333","SITKA AIRPORT, AK US","1987-10-03",,"57","43"
"USW00025333","SITKA AIRPORT, AK US","1987-10-04",,"51","44"
"USW00025333","SITKA AIRPORT, AK US","1987-10-05",,"51","45"
"USW00025333","SITKA AIRPORT, AK US","1987-10-06",,"49","41"
"USW00025333","SITKA AIRPORT, AK US","1987-10-07",,"55","39"
"USW00025333","SITKA AIRPORT, AK US","1987-10-08",,"54","39"
"USW00025333","SITKA AIRPORT, AK US","1987-10-09",,"53","41"
"USW00025333","SITKA AIRPORT, AK US","1987-10-10",,"56","51"
"USW00025333","SITKA AIRPORT, AK US","1987-10-11",,"53","47"
"USW00025333","SITKA AIRPORT, AK US","1987-10-12",,"50","46"
"USW00025333","SITKA AIRPORT, AK US","1987-10-13",,"54","44"
"USW00025333","SITKA AIRPORT, AK US","1987-10-14",,"50","43"
"USW00025333","SITKA AIRPORT, AK US","1987-10-15",,"53","46"
"USW00025333","SITKA AIRPORT, AK US","1987-10-16",,"51","43"
"USW00025333","SITKA AIRPORT, AK US","1987-10-17",,"49","42"
"USW00025333","SITKA AIRPORT, AK US","1987-10-18",,"50","45"
"USW00025333","SITKA AIRPORT, AK US","1987-10-19",,"51","46"
"USW00025333","SITKA AIRPORT, AK US","1987-10-20",,"48","39"
"USW00025333","SITKA AIRPORT, AK US","1987-10-21",,"50","37"
"USW00025333","SITKA AIRPORT, AK US","1987-10-22",,"51","38"
"USW00025333","SITKA AIRPORT, AK US","1987-10-23",,"48","40"
"USW00025333","SITKA AIRPORT, AK US","1987-10-24",,"50","43"
"USW00025333","SITKA AIRPORT, AK US","1987-10-25",,"47","43"
"USW00025333","SITKA AIRPORT, AK US","1987-10-26",,"49","42"
"USW00025333","SITKA AIRPORT, AK US","1987-10-27",,"48","43"
"USW00025333","SITKA AIRPORT, AK US","1987-10-28",,"46","38"
"USW00025333","SITKA AIRPORT, AK US","1987-10-29",,"44","31"
"USW00025333","SITKA AIRPORT, AK US","1987-10-30",,"40","29"
"USW00025333","SITKA AIRPORT, AK US","1987-10-31",,"43","34"
"USW00025333","SITKA AIRPORT, AK US","1987-11-01",,"50","38"
"USW00025333","SITKA AIRPORT, AK US","1987-11-02",,"48","43"
"USW00025333","SITKA AIRPORT, AK US","1987-11-03",,"46","35"
"USW00025333","SITKA AIRPORT, AK US","1987-11-04",,"45","34"
"USW00025333","SITKA AIRPORT, AK US","1987-11-05",,"51","41"
"USW00025333","SITKA AIRPORT, AK US","1987-11-06",,"46","36"
"USW00025333","SITKA AIRPORT, AK US","1987-11-07",,"49","36"
"USW00025333","SITKA AIRPORT, AK US","1987-11-08",,"54","47"
"USW00025333","SITKA AIRPORT, AK US","1987-11-09",,"52","47"
"USW00025333","SITKA AIRPORT, AK US","1987-11-10",,"50","45"
"USW00025333","SITKA AIRPORT, AK US","1987-11-11",,"47","42"
"USW00025333","SITKA AIRPORT, AK US","1987-11-12",,"44","39"
"USW00025333","SITKA AIRPORT, AK US","1987-11-13",,"42","37"
"USW00025333","SITKA AIRPORT, AK US","1987-11-14",,"39","34"
"USW00025333","SITKA AIRPORT, AK US","1987-11-15",,"38","30"
"USW00025333","SITKA AIRPORT, AK US","1987-11-16",,"40","34"
"USW00025333","SITKA AIRPORT, AK US","1987-11-17",,"46","37"
"USW00025333","SITKA AIRPORT, AK US","1987-11-18",,"46","39"
"USW00025333","SITKA AIRPORT, AK US","1987-11-19",,"48","41"
"USW00025333","SITKA AIRPORT, AK US","1987-11-20",,"45","39"
"USW00025333","SITKA AIRPORT, AK US","1987-11-21",,"44","39"
"USW00025333","SITKA AIRPORT, AK US","1987-11-22",,"45","37"
"USW00025333","SITKA AIRPORT, AK US","1987-11-23",,"47","43"
"USW00025333","SITKA AIRPORT, AK US","1987-11-24",,"44","39"
"USW00025333","SITKA AIRPORT, AK US","1987-11-25",,"47","41"
"USW00025333","SITKA AIRPORT, AK US","1987-11-26",,"47","40"
"USW00025333","SITKA AIRPORT, AK US","1987-11-27",,"47","39"
"USW00025333","SITKA AIRPORT, AK US","1987-11-28",,"50","42"
"USW00025333","SITKA AIRPORT, AK US","1987-11-29",,"45","41"
"USW00025333","SITKA AIRPORT, AK US","1987-11-30",,"48","43"
"USW00025333","SITKA AIRPORT, AK US","1987-12-01",,"48","44"
"USW00025333","SITKA AIRPORT, AK US","1987-12-02",,"44","36"
"USW00025333","SITKA AIRPORT, AK US","1987-12-03",,"42","32"
"USW00025333","SITKA AIRPORT, AK US","1987-12-04",,"41","32"
"USW00025333","SITKA AIRPORT, AK US","1987-12-05",,"42","36"
"USW00025333","SITKA AIRPORT, AK US","1987-12-06",,"45","41"
"USW00025333","SITKA AIRPORT, AK US","1987-12-07",,"44","40"
"USW00025333","SITKA AIRPORT, AK US","1987-12-08",,"43","38"
"USW00025333","SITKA AIRPORT, AK US","1987-12-09",,"44","40"
"USW00025333","SITKA AIRPORT, AK US","1987-12-10",,"43","37"
"USW00025333","SITKA AIRPORT, AK US","1987-12-11",,"42","34"
"USW00025333","SITKA AIRPORT, AK US","1987-12-12",,"45","40"
"USW00025333","SITKA AIRPORT, AK US","1987-12-13",,"41","34"
"USW00025333","SITKA AIRPORT, AK US","1987-12-14",,"36","29"
"USW00025333","SITKA AIRPORT, AK US","1987-12-15",,"30","23"
"USW00025333","SITKA AIRPORT, AK US","1987-12-16",,"37","24"
"USW00025333","SITKA AIRPORT, AK US","1987-12-17",,"39","34"
"USW00025333","SITKA AIRPORT, AK US","1987-12-18",,"43","34"
"USW00025333","SITKA AIRPORT, AK US","1987-12-19",,"41","37"
"USW00025333","SITKA AIRPORT, AK US","1987-12-20",,"41","34"
"USW00025333","SITKA AIRPORT, AK US","1987-12-21",,"41","34"
"USW00025333","SITKA AIRPORT, AK US","1987-12-22",,"38","33"
"USW00025333","SITKA AIRPORT, AK US","1987-12-23",,"45","38"
"USW00025333","SITKA AIRPORT, AK US","1987-12-24",,"44","42"
"USW00025333","SITKA AIRPORT, AK US","1987-12-25",,"44","40"
"USW00025333","SITKA AIRPORT, AK US","1987-12-26",,"41","37"
"USW00025333","SITKA AIRPORT, AK US","1987-12-27",,"37","33"
"USW00025333","SITKA AIRPORT, AK US","1987-12-28",,"41","30"
"USW00025333","SITKA AIRPORT, AK US","1987-12-29",,"40","27"
"USW00025333","SITKA AIRPORT, AK US","1987-12-30",,"34","25"
"USW00025333","SITKA AIRPORT, AK US","1987-12-31",,"34","23"
"USW00025333","SITKA AIRPORT, AK US","1988-01-01",,"38","29"
"USW00025333","SITKA AIRPORT, AK US","1988-01-02",,"33","25"
"USW00025333","SITKA AIRPORT, AK US","1988-01-03",,"38","27"
"USW00025333","SITKA AIRPORT, AK US","1988-01-04",,"37","27"
"USW00025333","SITKA AIRPORT, AK US","1988-01-05",,"38","26"
"USW00025333","SITKA AIRPORT, AK US","1988-01-06",,"38","29"
"USW00025333","SITKA AIRPORT, AK US","1988-01-07",,"40","30"
"USW00025333","SITKA AIRPORT, AK US","1988-01-08",,"43","36"
"USW00025333","SITKA AIRPORT, AK US","1988-01-09",,"41","32"
"USW00025333","SITKA AIRPORT, AK US","1988-01-10",,"36","30"
"USW00025333","SITKA AIRPORT, AK US","1988-01-11",,"37","32"
"USW00025333","SITKA AIRPORT, AK US","1988-01-12",,"41","34"
"USW00025333","SITKA AIRPORT, AK US","1988-01-13",,"43","38"
"USW00025333","SITKA AIRPORT, AK US","1988-01-14",,"44","41"
"USW00025333","SITKA AIRPORT, AK US","1988-01-15",,"43","37"
"USW00025333","SITKA AIRPORT, AK US","1988-01-16",,"38","34"
"USW00025333","SITKA AIRPORT, AK US","1988-01-17",,"38","31"
"USW00025333","SITKA AIRPORT, AK US","1988-01-18",,"41","34"
"USW00025333","SITKA AIRPORT, AK US","1988-01-19",,"42","35"
"USW00025333","SITKA AIRPORT, AK US","1988-01-20",,"40","37"
"USW00025333","SITKA AIRPORT, AK US","1988-01-21",,"47","40"
"USW00025333","SITKA AIRPORT, AK US","1988-01-22",,"44","39"
"USW00025333","SITKA AIRPORT, AK US","1988-01-23",,"43","37"
"USW00025333","SITKA AIRPORT, AK US","1988-01-24",,"44","38"
"USW00025333","SITKA AIRPORT, AK US","1988-01-25",,"41","36"
"USW00025333","SITKA AIRPORT, AK US","1988-01-26",,"39","31"
"USW00025333","SITKA AIRPORT, AK US","1988-01-27",,"36","27"
"USW00025333","SITKA AIRPORT, AK US","1988-01-28",,"27","16"
"USW00025333","SITKA AIRPORT, AK US","1988-01-29",,"29","16"
"USW00025333","SITKA AIRPORT, AK US","1988-01-30",,"33","20"
"USW00025333","SITKA AIRPORT, AK US","1988-01-31",,"35","25"
"USW00025333","SITKA AIRPORT, AK US","1988-02-01",,"40","28"
"USW00025333","SITKA AIRPORT, AK US","1988-02-02",,"31","22"
"USW00025333","SITKA AIRPORT, AK US","1988-02-03",,"31","26"
"USW00025333","SITKA AIRPORT, AK US","1988-02-04",,"40","30"
"USW00025333","SITKA AIRPORT, AK US","1988-02-05",,"43","37"
"USW00025333","SITKA AIRPORT, AK US","1988-02-06",,"43","38"
"USW00025333","SITKA AIRPORT, AK US","1988-02-07",,"43","33"
"USW00025333","SITKA AIRPORT, AK US","1988-02-08",,"42","33"
"USW00025333","SITKA AIRPORT, AK US","1988-02-09",,"40","33"
"USW00025333","SITKA AIRPORT, AK US","1988-02-10",,"43","37"
"USW00025333","SITKA AIRPORT, AK US","1988-02-11",,"41","35"
"USW00025333","SITKA AIRPORT, AK US","1988-02-12",,"42","34"
"USW00025333","SITKA AIRPORT, AK US","1988-02-13",,"43","34"
"USW00025333","SITKA AIRPORT, AK US","1988-02-14",,"42","34"
"USW00025333","SITKA AIRPORT, AK US","1988-02-15",,"42","36"
"USW00025333","SITKA AIRPORT, AK US","1988-02-16",,"44","38"
"USW00025333","SITKA AIRPORT, AK US","1988-02-17",,"42","37"
"USW00025333","SITKA AIRPORT, AK US","1988-02-18",,"46","40"
"USW00025333","SITKA AIRPORT, AK US","1988-02-19",,"46","42"
"USW00025333","SITKA AIRPORT, AK US","1988-02-20",,"46","32"
"USW00025333","SITKA AIRPORT, AK US","1988-02-21",,"33","29"
"USW00025333","SITKA AIRPORT, AK US","1988-02-22",,"38","26"
"USW00025333","SITKA AIRPORT, AK US","1988-02-23",,"46","31"
"USW00025333","SITKA AIRPORT, AK US","1988-02-24",,"46","38"
"USW00025333","SITKA AIRPORT, AK US","1988-02-25",,"46","39"
"USW00025333","SITKA AIRPORT, AK US","1988-02-26",,"42","37"
"USW00025333","SITKA AIRPORT, AK US","1988-02-27",,"42","37"
"USW00025333","SITKA AIRPORT, AK US","1988-02-28",,"45","33"
"USW00025333","SITKA AIRPORT, AK US","1988-02-29",,"51","33"
"USW00025333","SITKA AIRPORT, AK US","1988-03-01",,"47","41"
"USW00025333","SITKA AIRPORT, AK US","1988-03-02",,"41","34"
"USW00025333","SITKA AIRPORT, AK US","1988-03-03",,"41","32"
"USW00025333","SITKA AIRPORT, AK US","1988-03-04",,"47","37"
"USW00025333","SITKA AIRPORT, AK US","1988-03-05",,"45","34"
"USW00025333","SITKA AIRPORT, AK US","1988-03-06",,"42","36"
"USW00025333","SITKA AIRPORT, AK US","1988-03-07",,"43","38"
"USW00025333","SITKA AIRPORT, AK US","1988-03-08",,"41","36"
"USW00025333","SITKA AIRPORT, AK US","1988-03-09",,"42","33"
"USW00025333","SITKA AIRPORT, AK US","1988-03-10",,"43","41"
"USW00025333","SITKA AIRPORT, AK US","1988-03-11",,"49","34"
"USW00025333","SITKA AIRPORT, AK US","1988-03-12",,"46","35"
"USW00025333","SITKA AIRPORT, AK US","1988-03-13",,"42","32"
"USW00025333","SITKA AIRPORT, AK US","1988-03-14",,"43","30"
"USW00025333","SITKA AIRPORT, AK US","1988-03-15",,"48","33"
"USW00025333","SITKA AIRPORT, AK US","1988-03-16",,"44","34"
"USW00025333","SITKA AIRPORT, AK US","1988-03-17",,"45","40"
"USW00025333","SITKA AIRPORT, AK US","1988-03-18",,"43","39"
"USW00025333","SITKA AIRPORT, AK US","1988-03-19",,"41","39"
"USW00025333","SITKA AIRPORT, AK US","1988-03-20",,"43","37"
"USW00025333","SITKA AIRPORT, AK US","1988-03-21",,"43","38"
"USW00025333","SITKA AIRPORT, AK US","1988-03-22",,"48","34"
"USW00025333","SITKA AIRPORT, AK US","1988-03-23",,"43","31"
"USW00025333","SITKA AIRPORT, AK US","1988-03-24",,"48","32"
"USW00025333","SITKA AIRPORT, AK US","1988-03-25",,"44","35"
"USW00025333","SITKA AIRPORT, AK US","1988-03-26",,"43","33"
"USW00025333","SITKA AIRPORT, AK US","1988-03-27",,"40","33"
"USW00025333","SITKA AIRPORT, AK US","1988-03-28",,"44","35"
"USW00025333","SITKA AIRPORT, AK US","1988-03-29",,"42","35"
"USW00025333","SITKA AIRPORT, AK US","1988-03-30",,"43","39"
"USW00025333","SITKA AIRPORT, AK US","1988-03-31",,"41","35"
"USW00025333","SITKA AIRPORT, AK US","1988-04-01",,"41","34"
"USW00025333","SITKA AIRPORT, AK US","1988-04-02",,"51","33"
"USW00025333","SITKA AIRPORT, AK US","1988-04-03",,"42","32"
"USW00025333","SITKA AIRPORT, AK US","1988-04-04",,"43","34"
"USW00025333","SITKA AIRPORT, AK US","1988-04-05",,"44","35"
"USW00025333","SITKA AIRPORT, AK US","1988-04-06",,"46","33"
"USW00025333","SITKA AIRPORT, AK US","1988-04-07",,"43","33"
"USW00025333","SITKA AIRPORT, AK US","1988-04-08",,"44","35"
"USW00025333","SITKA AIRPORT, AK US","1988-04-09",,"45","35"
"USW00025333","SITKA AIRPORT, AK US","1988-04-10",,"41","34"
"USW00025333","SITKA AIRPORT, AK US","1988-04-11",,"43","35"
"USW00025333","SITKA AIRPORT, AK US","1988-04-12",,"44","34"
"USW00025333","SITKA AIRPORT, AK US","1988-04-13",,"47","33"
"USW00025333","SITKA AIRPORT, AK US","1988-04-14",,"49","38"
"USW00025333","SITKA AIRPORT, AK US","1988-04-15",,"51","36"
"USW00025333","SITKA AIRPORT, AK US","1988-04-16",,"44","36"
"USW00025333","SITKA AIRPORT, AK US","1988-04-17",,"50","35"
"USW00025333","SITKA AIRPORT, AK US","1988-04-18",,"50","38"
"USW00025333","SITKA AIRPORT, AK US","1988-04-19",,"47","37"
"USW00025333","SITKA AIRPORT, AK US","1988-04-20",,"51","33"
"USW00025333","SITKA AIRPORT, AK US","1988-04-21",,"53","34"
"USW00025333","SITKA AIRPORT, AK US","1988-04-22",,"50","36"
"USW00025333","SITKA AIRPORT, AK US","1988-04-23",,"50","36"
"USW00025333","SITKA AIRPORT, AK US","1988-04-24",,"48","43"
"USW00025333","SITKA AIRPORT, AK US","1988-04-25",,"46","42"
"USW00025333","SITKA AIRPORT, AK US","1988-04-26",,"48","42"
"USW00025333","SITKA AIRPORT, AK US","1988-04-27",,"52","46"
"USW00025333","SITKA AIRPORT, AK US","1988-04-28",,"54","44"
"USW00025333","SITKA AIRPORT, AK US","1988-04-29",,"47","41"
"USW00025333","SITKA AIRPORT, AK US","1988-04-30",,"47","36"
"USW00025333","SITKA AIRPORT, AK US","1988-05-01",,"49","36"
"USW00025333","SITKA AIRPORT, AK US","1988-05-02",,"51","38"
"USW00025333","SITKA AIRPORT, AK US","1988-05-03",,"48","36"
"USW00025333","SITKA AIRPORT, AK US","1988-05-04",,"51","39"
"USW00025333","SITKA AIRPORT, AK US","1988-05-05",,"62","37"
"USW00025333","SITKA AIRPORT, AK US","1988-05-06",,"58","39"
"USW00025333","SITKA AIRPORT, AK US","1988-05-07",,"50","43"
"USW00025333","SITKA AIRPORT, AK US","1988-05-08",,"52","46"
"USW00025333","SITKA AIRPORT, AK US","1988-05-09",,"62","46"
"USW00025333","SITKA AIRPORT, AK US","1988-05-10",,"67","45"
"USW00025333","SITKA AIRPORT, AK US","1988-05-11",,"61","49"
"USW00025333","SITKA AIRPORT, AK US","1988-05-12",,"61","48"
"USW00025333","SITKA AIRPORT, AK US","1988-05-13",,"58","45"
"USW00025333","SITKA AIRPORT, AK US","1988-05-14",,"50","39"
"USW00025333","SITKA AIRPORT, AK US","1988-05-15",,"59","36"
"USW00025333","SITKA AIRPORT, AK US","1988-05-16",,"52","43"
"USW00025333","SITKA AIRPORT, AK US","1988-05-17",,"52","42"
"USW00025333","SITKA AIRPORT, AK US","1988-05-18",,"49","42"
"USW00025333","SITKA AIRPORT, AK US","1988-05-19",,"52","40"
"USW00025333","SITKA AIRPORT, AK US","1988-05-20",,"50","42"
"USW00025333","SITKA AIRPORT, AK US","1988-05-21",,"57","45"
"USW00025333","SITKA AIRPORT, AK US","1988-05-22",,"55","45"
"USW00025333","SITKA AIRPORT, AK US","1988-05-23",,"48","43"
"USW00025333","SITKA AIRPORT, AK US","1988-05-24",,"59","40"
"USW00025333","SITKA AIRPORT, AK US","1988-05-25",,"58","48"
"USW00025333","SITKA AIRPORT, AK US","1988-05-26",,"56","47"
"USW00025333","SITKA AIRPORT, AK US","1988-05-27",,"53","45"
"USW00025333","SITKA AIRPORT, AK US","1988-05-28",,"54","44"
"USW00025333","SITKA AIRPORT, AK US","1988-05-29",,"54","47"
"USW00025333","SITKA AIRPORT, AK US","1988-05-30",,"53","45"
"USW00025333","SITKA AIRPORT, AK US","1988-05-31",,"51","40"
"USW00025333","SITKA AIRPORT, AK US","1988-06-01",,"56","40"
"USW00025333","SITKA AIRPORT, AK US","1988-06-02",,"67","40"
"USW00025333","SITKA AIRPORT, AK US","1988-06-03",,"60","50"
"USW00025333","SITKA AIRPORT, AK US","1988-06-04",,"57","46"
"USW00025333","SITKA AIRPORT, AK US","1988-06-05",,"64","46"
"USW00025333","SITKA AIRPORT, AK US","1988-06-06",,"65","48"
"USW00025333","SITKA AIRPORT, AK US","1988-06-07",,"53","51"
"USW00025333","SITKA AIRPORT, AK US","1988-06-08",,"56","50"
"USW00025333","SITKA AIRPORT, AK US","1988-06-09",,"56","52"
"USW00025333","SITKA AIRPORT, AK US","1988-06-10",,"55","50"
"USW00025333","SITKA AIRPORT, AK US","1988-06-11",,"60","51"
"USW00025333","SITKA AIRPORT, AK US","1988-06-12",,"58","46"
"USW00025333","SITKA AIRPORT, AK US","1988-06-13",,"66","45"
"USW00025333","SITKA AIRPORT, AK US","1988-06-14",,"57","51"
"USW00025333","SITKA AIRPORT, AK US","1988-06-15",,"58","50"
"USW00025333","SITKA AIRPORT, AK US","1988-06-16",,"58","53"
"USW00025333","SITKA AIRPORT, AK US","1988-06-17",,"61","51"
"USW00025333","SITKA AIRPORT, AK US","1988-06-18",,"56","48"
"USW00025333","SITKA AIRPORT, AK US","1988-06-19",,"56","49"
"USW00025333","SITKA AIRPORT, AK US","1988-06-20",,"57","46"
"USW00025333","SITKA AIRPORT, AK US","1988-06-21",,"63","47"
"USW00025333","SITKA AIRPORT, AK US","1988-06-22",,"63","51"
"USW00025333","SITKA AIRPORT, AK US","1988-06-23",,"57","51"
"USW00025333","SITKA AIRPORT, AK US","1988-06-24",,"59","49"
"USW00025333","SITKA AIRPORT, AK US","1988-06-25",,"54","46"
"USW00025333","SITKA AIRPORT, AK US","1988-06-26",,"59","47"
"USW00025333","SITKA AIRPORT, AK US","1988-06-27",,"66","48"
"USW00025333","SITKA AIRPORT, AK US","1988-06-28",,"60","48"
"USW00025333","SITKA AIRPORT, AK US","1988-06-29",,"57","47"
"USW00025333","SITKA AIRPORT, AK US","1988-06-30",,"72","48"
"USW00025333","SITKA AIRPORT, AK US","1988-07-01",,"59","51"
"USW00025333","SITKA AIRPORT, AK US","1988-07-02",,"63","51"
"USW00025333","SITKA AIRPORT, AK US","1988-07-03",,"60","53"
"USW00025333","SITKA AIRPORT, AK US","1988-07-04",,"57","52"
"USW00025333","SITKA AIRPORT, AK US","1988-07-05",,"60","52"
"USW00025333","SITKA AIRPORT, AK US","1988-07-06",,"58","51"
"USW00025333","SITKA AIRPORT, AK US","1988-07-07",,"54","52"
"USW00025333","SITKA AIRPORT, AK US","1988-07-08",,"56","52"
"USW00025333","SITKA AIRPORT, AK US","1988-07-09",,"55","51"
"USW00025333","SITKA AIRPORT, AK US","1988-07-10",,"59","50"
"USW00025333","SITKA AIRPORT, AK US","1988-07-11",,"57","51"
"USW00025333","SITKA AIRPORT, AK US","1988-07-12",,"58","50"
"USW00025333","SITKA AIRPORT, AK US","1988-07-13",,"64","49"
"USW00025333","SITKA AIRPORT, AK US","1988-07-14",,"59","52"
"USW00025333","SITKA AIRPORT, AK US","1988-07-15",,"62","51"
"USW00025333","SITKA AIRPORT, AK US","1988-07-16",,"59","54"
"USW00025333","SITKA AIRPORT, AK US","1988-07-17",,"60","51"
"USW00025333","SITKA AIRPORT, AK US","1988-07-18",,"70","48"
"USW00025333","SITKA AIRPORT, AK US","1988-07-19",,"71","52"
"USW00025333","SITKA AIRPORT, AK US","1988-07-20",,"60","53"
"USW00025333","SITKA AIRPORT, AK US","1988-07-21",,"55","51"
"USW00025333","SITKA AIRPORT, AK US","1988-07-22",,"62","52"
"USW00025333","SITKA AIRPORT, AK US","1988-07-23",,"72","52"
"USW00025333","SITKA AIRPORT, AK US","1988-07-24",,"58","56"
"USW00025333","SITKA AIRPORT, AK US","1988-07-25",,"57","54"
"USW00025333","SITKA AIRPORT, AK US","1988-07-26",,"58","53"
"USW00025333","SITKA AIRPORT, AK US","1988-07-27",,"57","51"
"USW00025333","SITKA AIRPORT, AK US","1988-07-28",,"60","51"
"USW00025333","SITKA AIRPORT, AK US","1988-07-29",,"54","51"
"USW00025333","SITKA AIRPORT, AK US","1988-07-30",,"56","51"
"USW00025333","SITKA AIRPORT, AK US","1988-07-31",,"64","51"
"USW00025333","SITKA AIRPORT, AK US","1988-08-01",,"60","49"
"USW00025333","SITKA AIRPORT, AK US","1988-08-02",,"57","52"
"USW00025333","SITKA AIRPORT, AK US","1988-08-03",,"56","51"
